genome_id	genome_name	taxon_id	ciprofloxacin	amikacin	colistin	meropenem	ampicillin	tetracycline
108619.51	Salmonella enterica subsp. enterica serovar Newport strain R9_3242_R1	108619	Susceptible				Resistant	Resistant
108619.84	Salmonella enterica subsp. enterica serovar Newport strain R8_1598_R1	108619	Susceptible				Resistant	Resistant
108619.85	Salmonella enterica subsp. enterica serovar Newport strain R8_0802_R1	108619	Susceptible				Resistant	Resistant
108619.86	Salmonella enterica subsp. enterica serovar Newport strain R8_2926_R1	108619	Susceptible				Resistant	Resistant
108619.87	Salmonella enterica subsp. enterica serovar Newport strain R8_2947_R1	108619	Susceptible				Resistant	Resistant
108619.88	Salmonella enterica subsp. enterica serovar Newport strain R8_4995_R1	108619	Susceptible				Resistant	Resistant
108619.89	Salmonella enterica subsp. enterica serovar Newport strain R8_4908_R1	108619	Susceptible				Resistant	Resistant
108619.90	Salmonella enterica subsp. enterica serovar Newport strain R8_4997_R1	108619	Susceptible				Resistant	Resistant
108619.91	Salmonella enterica subsp. enterica serovar Newport strain R9_3259_R1	108619	Susceptible				Resistant	Resistant
108619.92	Salmonella enterica subsp. enterica serovar Newport strain R9_3260_R1	108619	Susceptible				Resistant	Resistant
108619.93	Salmonella enterica subsp. enterica serovar Newport strain R8_8684_R1	108619	Susceptible				Resistant	Resistant
108619.94	Salmonella enterica subsp. enterica serovar Newport strain R9_3254_R1	108619	Susceptible				Resistant	Resistant
108619.95	Salmonella enterica subsp. enterica serovar Newport strain R9_3266_R1	108619	Susceptible				Resistant	Resistant
108619.96	Salmonella enterica subsp. enterica serovar Newport strain R9_3263_R1	108619	Susceptible				Resistant	Resistant
108619.97	Salmonella enterica subsp. enterica serovar Newport strain R9_3264_R1	108619	Susceptible				Resistant	Resistant
108619.98	Salmonella enterica subsp. enterica serovar Newport strain R9_3267_R1	108619	Susceptible				Resistant	Resistant
108619.99	Salmonella enterica subsp. enterica serovar Newport strain R9_3268_R1	108619	Susceptible				Resistant	Resistant
1105115.3	Streptococcus pneumoniae GA54354	1105115				Susceptible		Susceptible
1105116.3	Streptococcus pneumoniae GA56113	1105116				Resistant		Susceptible
1105117.3	Streptococcus pneumoniae GA56348	1105117				Susceptible		Susceptible
1105118.3	Streptococcus pneumoniae GA58581	1105118				Resistant		Susceptible
1105119.3	Streptococcus pneumoniae GA60080	1105119				Susceptible		Susceptible
1105120.3	Streptococcus pneumoniae GA60190	1105120				Intermediate		Susceptible
1105121.3	Streptococcus pneumoniae GA58771	1105121				Resistant		Resistant
1116234.3	Acinetobacter baumannii AB5075	1116234	Resistant	Resistant		Resistant	Resistant	
1131627.3	Streptococcus pneumoniae GA60132	1131627				Susceptible		Resistant
1131628.3	Streptococcus pneumoniae GA58981	1131628				Susceptible		Resistant
1131629.3	Streptococcus pneumoniae GA62681	1131629				Susceptible		Susceptible
1131630.3	Streptococcus pneumoniae GA62331	1131630				Susceptible		Susceptible
1134687.63	Klebsiella michiganensis strain AR375	1134687	Susceptible	Susceptible		Susceptible	Resistant	Susceptible
1151173.3	Salmonella enterica subsp. enterica serovar Altona strain 203	1151173	Susceptible				Susceptible	Susceptible
1151179.3	Salmonella enterica subsp. enterica serovar Freetown strain 216	1151179	Susceptible				Susceptible	Susceptible
1151179.4	Salmonella enterica subsp. enterica serovar Freetown strain 232	1151179	Susceptible				Susceptible	Susceptible
115981.15	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N45402	115981	Susceptible				Susceptible	Resistant
115981.16	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N48700	115981	Susceptible				Susceptible	Susceptible
115981.17	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N48706	115981	Susceptible				Susceptible	Susceptible
115981.18	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N51288	115981	Susceptible				Susceptible	Susceptible
115981.19	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N50432	115981	Susceptible				Susceptible	Susceptible
115981.22	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N30669	115981	Susceptible				Susceptible	Susceptible
115981.23	Salmonella enterica subsp. enterica serovar Montevideo strain CVM N42336	115981	Susceptible				Resistant	Susceptible
115981.54	Salmonella enterica subsp. enterica serovar Montevideo strain 238	115981	Susceptible				Susceptible	Susceptible
115981.55	Salmonella enterica subsp. enterica serovar Montevideo strain 119	115981	Susceptible				Susceptible	Susceptible
115981.57	Salmonella enterica subsp. enterica serovar Montevideo strain 50	115981	Susceptible				Susceptible	Susceptible
115981.58	Salmonella enterica subsp. enterica serovar Montevideo strain 164	115981	Susceptible				Susceptible	Resistant
115981.59	Salmonella enterica subsp. enterica serovar Montevideo strain 199	115981	Susceptible				Susceptible	Susceptible
115981.60	Salmonella enterica subsp. enterica serovar Montevideo strain 205	115981	Susceptible				Susceptible	Susceptible
1160739.3	Salmonella enterica subsp. enterica serovar Carrau strain 249	1160739	Susceptible				Susceptible	Susceptible
1160769.3	Salmonella enterica subsp. enterica serovar Worthington strain CVM N45406	1160769	Susceptible				Susceptible	Susceptible
1160769.4	Salmonella enterica subsp. enterica serovar Worthington strain CVM N45931	1160769	Susceptible				Susceptible	Susceptible
1160769.5	Salmonella enterica subsp. enterica serovar Worthington strain CVM N46835	1160769	Susceptible				Susceptible	Susceptible
1160769.6	Salmonella enterica subsp. enterica serovar Worthington strain CVM N51304	1160769	Susceptible				Susceptible	Susceptible
1160769.7	Salmonella enterica subsp. enterica serovar Worthington strain CVM N32773	1160769	Susceptible				Susceptible	Susceptible
1160769.8	Salmonella enterica subsp. enterica serovar Worthington strain CVM N40374	1160769	Susceptible				Susceptible	Susceptible
1163395.3	Pseudomonas aeruginosa E2	1163395	Susceptible	Susceptible	Susceptible			
117541.3	Salmonella enterica subsp. enterica serovar Ohio strain CVM N44711	117541	Susceptible				Susceptible	Susceptible
117541.4	Salmonella enterica subsp. enterica serovar Ohio strain CVM N29382	117541	Susceptible				Susceptible	Susceptible
1192839.3	Salmonella enterica subsp. arizonae serovar 18:z4,z23:- strain CVM N38891	1192839	Susceptible				Susceptible	Susceptible
1192839.4	Salmonella enterica subsp. arizonae serovar 18:z4,z23:- strain CVM N29355	1192839	Susceptible				Susceptible	Susceptible
1192839.5	Salmonella enterica subsp. arizonae serovar 18:z4,z23:- strain CVM N31597	1192839	Susceptible				Susceptible	Susceptible
1194162.3	Salmonella enterica subsp. enterica serovar Norwich strain 180	1194162	Susceptible				Susceptible	Susceptible
1243597.3	Salmonella enterica subsp. enterica serovar Weslaco strain 172	1243597	Susceptible				Susceptible	Susceptible
1243597.4	Salmonella enterica subsp. enterica serovar Weslaco strain 27	1243597	Susceptible				Susceptible	Susceptible
127906.64	Vibrio cholerae O1 strain CMR020	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.65	Vibrio cholerae O1 strain CMR021	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.66	Vibrio cholerae O1 strain CMR022	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.67	Vibrio cholerae O1 strain CMR019	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.68	Vibrio cholerae O1 strain CMR004	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.69	Vibrio cholerae O1 strain CMR001	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.70	Vibrio cholerae O1 strain CMR007	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.71	Vibrio cholerae O1 strain CMR008	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.72	Vibrio cholerae O1 strain CMR009	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.73	Vibrio cholerae O1 strain CMR010	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.74	Vibrio cholerae O1 strain CMR011	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.75	Vibrio cholerae O1 strain CMR012	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.76	Vibrio cholerae O1 strain CMR013	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.77	Vibrio cholerae O1 strain CMR014	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.78	Vibrio cholerae O1 strain CMR015	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.79	Vibrio cholerae O1 strain CMR016	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.80	Vibrio cholerae O1 strain CMR017	127906	Susceptible	Susceptible			Intermediate	Susceptible
127906.81	Vibrio cholerae O1 strain CMR018	127906	Susceptible	Susceptible			Intermediate	Susceptible
1280.10000	Staphylococcus aureus C00013237	1280	Resistant					Susceptible
1280.10001	Staphylococcus aureus C00013238	1280	Susceptible					Susceptible
1280.10002	Staphylococcus aureus C00013241	1280	Susceptible					Susceptible
1280.10003	Staphylococcus aureus C00013242	1280	Susceptible					Susceptible
1280.10004	Staphylococcus aureus C00013244	1280	Susceptible					Susceptible
1280.10005	Staphylococcus aureus C00013245	1280	Susceptible					Susceptible
1280.10006	Staphylococcus aureus C00013246	1280	Susceptible					Susceptible
1280.10007	Staphylococcus aureus C00013247	1280	Resistant					Susceptible
1280.10008	Staphylococcus aureus C00013251	1280	Susceptible					Susceptible
1280.10009	Staphylococcus aureus C00013313	1280	Susceptible					Susceptible
1280.10010	Staphylococcus aureus C00013322	1280	Susceptible					Susceptible
1280.10011	Staphylococcus aureus C00013321	1280	Susceptible					Susceptible
1280.10012	Staphylococcus aureus C00013323	1280	Susceptible					Susceptible
1280.10013	Staphylococcus aureus C00013327	1280	Susceptible					Susceptible
1280.10014	Staphylococcus aureus C00013328	1280	Susceptible					Susceptible
1280.10015	Staphylococcus aureus C00013329	1280	Susceptible					Susceptible
1280.10016	Staphylococcus aureus C00013332	1280	Susceptible					Susceptible
1280.10017	Staphylococcus aureus C00013333	1280	Susceptible					Susceptible
1280.10018	Staphylococcus aureus C00013334	1280	Susceptible					Resistant
1280.10019	Staphylococcus aureus C00013335	1280	Susceptible					Resistant
1280.10020	Staphylococcus aureus C00013339	1280	Resistant					Susceptible
1280.10021	Staphylococcus aureus C00013342	1280	Susceptible					Susceptible
1280.10022	Staphylococcus aureus C00013343	1280	Susceptible					Susceptible
1280.10023	Staphylococcus aureus C00013347	1280	Susceptible					Susceptible
1280.10024	Staphylococcus aureus C00013350	1280	Susceptible					Susceptible
1280.10025	Staphylococcus aureus C00013351	1280	Susceptible					Susceptible
1280.10026	Staphylococcus aureus C00013357	1280	Susceptible					Susceptible
1280.10027	Staphylococcus aureus C00013358	1280	Susceptible					Susceptible
1280.10028	Staphylococcus aureus C00013359	1280	Susceptible					Susceptible
1280.10029	Staphylococcus aureus C00013363	1280	Susceptible					Susceptible
1280.10030	Staphylococcus aureus C00013367	1280	Susceptible					Susceptible
1280.10031	Staphylococcus aureus C00013364	1280	Susceptible					Susceptible
1280.10032	Staphylococcus aureus C00013371	1280	Susceptible					Susceptible
1280.10033	Staphylococcus aureus C00013373	1280	Susceptible					Susceptible
1280.10034	Staphylococcus aureus C00013374	1280	Susceptible					Susceptible
1280.10035	Staphylococcus aureus C00013376	1280	Resistant					Susceptible
1280.10036	Staphylococcus aureus C00013377	1280	Susceptible					Susceptible
1280.10037	Staphylococcus aureus C00013382	1280	Susceptible					Susceptible
1280.10038	Staphylococcus aureus C00013384	1280	Susceptible					Resistant
1280.10039	Staphylococcus aureus C00013388	1280	Susceptible					Susceptible
1280.10040	Staphylococcus aureus C00013390	1280	Susceptible					Susceptible
1280.10041	Staphylococcus aureus C00013391	1280	Susceptible					Susceptible
1280.10042	Staphylococcus aureus C00013393	1280	Susceptible					Susceptible
1280.10043	Staphylococcus aureus C00013394	1280	Susceptible					Susceptible
1280.10044	Staphylococcus aureus C00013395	1280	Susceptible					Susceptible
1280.10045	Staphylococcus aureus C00013396	1280	Susceptible					Resistant
1280.10046	Staphylococcus aureus C00013402	1280	Susceptible					Susceptible
1280.10047	Staphylococcus aureus C00013404	1280	Susceptible					Susceptible
1280.10048	Staphylococcus aureus C00013406	1280	Susceptible					Susceptible
1280.10049	Staphylococcus aureus C00013408	1280	Susceptible					Susceptible
1280.15865	Staphylococcus aureus strain N32_250215	1280	Susceptible					Susceptible
1280.15866	Staphylococcus aureus strain HCW11A_151214	1280	Susceptible					Susceptible
1280.15867	Staphylococcus aureus strain N36_040315	1280	Susceptible					Resistant
1280.15868	Staphylococcus aureus strain N38_040315	1280	Susceptible					Susceptible
1280.15869	Staphylococcus aureus strain W22_020215	1280	Susceptible					Resistant
1280.15870	Staphylococcus aureus strain HCW24_100415	1280	Susceptible					Susceptible
1280.15871	Staphylococcus aureus strain HCW01_170215	1280	Susceptible					Susceptible
1280.15872	Staphylococcus aureus strain W27_050315	1280	Susceptible					Susceptible
1280.15873	Staphylococcus aureus strain N37_040315	1280	Susceptible					Resistant
1280.15874	Staphylococcus aureus strain N46_140415	1280	Susceptible					Susceptible
1280.15875	Staphylococcus aureus strain HCW05_100415	1280	Susceptible					Susceptible
1280.15876	Staphylococcus aureus strain HCW07_130215	1280	Susceptible					Susceptible
1280.15877	Staphylococcus aureus strain HCW18_130415	1280	Susceptible					Susceptible
1280.15878	Staphylococcus aureus strain W24A_090215	1280	Susceptible					Resistant
1280.15880	Staphylococcus aureus strain B21_100115	1280	Resistant					Resistant
1280.15881	Staphylococcus aureus strain N21_100115	1280	Resistant					Resistant
1280.15882	Staphylococcus aureus strain N05B_191214	1280	Resistant					Resistant
1280.15883	Staphylococcus aureus strain N31_250215	1280	Susceptible					Resistant
1280.15884	Staphylococcus aureus strain N05A_091214	1280	Resistant					Resistant
1280.15885	Staphylococcus aureus strain N35_200515	1280	Resistant					Resistant
1280.15886	Staphylococcus aureus strain N13A_311214	1280	Resistant					Resistant
1280.15887	Staphylococcus aureus strain N04_011214	1280	Susceptible					Resistant
1280.15888	Staphylococcus aureus strain N12_291214	1280	Resistant					Resistant
1280.15889	Staphylococcus aureus strain W01A_051214	1280	Resistant					Resistant
1280.15890	Staphylococcus aureus strain N51_200515	1280	Resistant					Resistant
1280.15891	Staphylococcus aureus strain N55_130515	1280	Resistant					Resistant
1280.15892	Staphylococcus aureus strain HCW05_031214	1280	Susceptible					Resistant
1280.15893	Staphylococcus aureus strain N57_130515	1280	Susceptible					Susceptible
1280.15894	Staphylococcus aureus strain W35_120315	1280	Susceptible					Resistant
1280.15895	Staphylococcus aureus strain B58_200515	1280	Susceptible					Susceptible
1280.15896	Staphylococcus aureus strain HCW05_140115	1280	Susceptible					Resistant
1280.15897	Staphylococcus aureus strain HCW23_100415	1280	Susceptible					Susceptible
1280.15898	Staphylococcus aureus strain N58_190515	1280	Susceptible					Susceptible
1280.15899	Staphylococcus aureus strain W35_170415	1280	Resistant					Resistant
1280.15900	Staphylococcus aureus strain W46_140415	1280	Susceptible					Susceptible
1280.15901	Staphylococcus aureus strain N62_270515	1280	Resistant					Resistant
1280.15902	Staphylococcus aureus strain W47_060515	1280	Susceptible					Susceptible
1280.15903	Staphylococcus aureus strain W49_290415	1280	Susceptible					Susceptible
1280.15904	Staphylococcus aureus strain W51_290415	1280	Susceptible					Resistant
1280.15905	Staphylococcus aureus strain W57_130515	1280	Susceptible					Susceptible
1280.15906	Staphylococcus aureus strain W58_190515	1280	Susceptible					Susceptible
1280.15907	Staphylococcus aureus strain W55_130515	1280	Susceptible					Susceptible
1280.15908	Staphylococcus aureus strain W54_110515	1280	Susceptible					Resistant
1280.15909	Staphylococcus aureus strain W62_270515	1280	Susceptible					Resistant
1280.15910	Staphylococcus aureus strain B03_011214	1280	Resistant					Resistant
1280.15911	Staphylococcus aureus strain B12A_030115	1280	Resistant					Resistant
1280.15912	Staphylococcus aureus strain B28_120215	1280	Susceptible					Susceptible
1280.15913	Staphylococcus aureus strain N34_260215	1280	Susceptible					Resistant
1280.15914	Staphylococcus aureus strain N35_260215	1280	Susceptible					Susceptible
1280.15915	Staphylococcus aureus strain W12_291214	1280	Resistant					Resistant
1280.15916	Staphylococcus aureus strain W08A_161214	1280	Susceptible					Resistant
1280.15917	Staphylococcus aureus strain W43_010415	1280	Resistant					Resistant
1280.15918	Staphylococcus aureus strain W42_230315	1280	Susceptible					Resistant
1280.15919	Staphylococcus aureus strain HCW21B_160215	1280	Susceptible					Susceptible
1280.15920	Staphylococcus aureus strain B26A_160215	1280	Susceptible					Susceptible
1280.15921	Staphylococcus aureus strain W24B_090215	1280	Susceptible					Susceptible
1280.15922	Staphylococcus aureus strain W01_191114	1280	Resistant					Resistant
1280.15923	Staphylococcus aureus strain B26B_160215	1280	Susceptible					Resistant
1280.15924	Staphylococcus aureus strain W08B_161214	1280	Susceptible					Resistant
1280.15925	Staphylococcus aureus strain W13_311214	1280	Resistant					Resistant
1280.15926	Staphylococcus aureus strain W21A_100115	1280	Resistant					Resistant
1280.15927	Staphylococcus aureus strain W31_250215	1280	Susceptible					Resistant
1280.15928	Staphylococcus aureus strain HCW16_100415	1280	Resistant					Resistant
1280.15929	Staphylococcus aureus strain HCW21A_160215	1280	Susceptible					Susceptible
1280.15930	Staphylococcus aureus strain 13C	1280	Resistant				Resistant	Susceptible
1280.15931	Staphylococcus aureus strain LAC	1280	Resistant				Resistant	Susceptible
1280.15938	Staphylococcus aureus strain 0780-1302-2015	1280	Susceptible			Susceptible		Susceptible
1280.15939	Staphylococcus aureus strain 0345-2701-2015	1280	Susceptible					Susceptible
1280.16051	Staphylococcus aureus strain 1014-2602-2015	1280	Susceptible			Susceptible		Susceptible
1280.16052	Staphylococcus aureus strain 0908-2002-2015	1280	Susceptible			Susceptible		Susceptible
1280.16061	Staphylococcus aureus strain AR466	1280						Susceptible
1280.16384	Staphylococcus aureus strain AR462	1280						Susceptible
1280.16385	Staphylococcus aureus strain AR464	1280						Susceptible
1280.16386	Staphylococcus aureus strain AR461	1280						Susceptible
1280.16387	Staphylococcus aureus strain AR465	1280						Susceptible
1280.16436	Staphylococcus aureus strain 0257-2201-2015	1280	Susceptible			Susceptible		Susceptible
1280.16548	Staphylococcus aureus strain AR_0472	1280						Susceptible
1280.16549	Staphylococcus aureus strain AR_0223	1280						Susceptible
1280.16550	Staphylococcus aureus strain AR_0219	1280						Resistant
1280.16551	Staphylococcus aureus strain AR_0216	1280						Susceptible
1280.16552	Staphylococcus aureus strain AR_0470	1280						Resistant
1280.16553	Staphylococcus aureus strain AR_0471	1280						Susceptible
1280.16554	Staphylococcus aureus strain AR_0473	1280						Susceptible
1280.16555	Staphylococcus aureus strain AR_0467	1280						Susceptible
1280.16556	Staphylococcus aureus strain AR_0225	1280						Susceptible
1280.16557	Staphylococcus aureus strain AR_0469	1280						Susceptible
1280.16558	Staphylococcus aureus strain AR_0215	1280						Susceptible
1280.16566	Staphylococcus aureus strain AR_0226	1280						Susceptible
1280.16567	Staphylococcus aureus strain AR_0468	1280						Susceptible
1280.16568	Staphylococcus aureus strain AR_0228	1280						Susceptible
1280.16569	Staphylococcus aureus strain AR_0222	1280						Susceptible
1280.16570	Staphylococcus aureus strain AR_0220	1280						Susceptible
1280.16759	Staphylococcus aureus strain AR_0227	1280						Susceptible
1280.16760	Staphylococcus aureus strain AR_0224	1280						Susceptible
1280.16761	Staphylococcus aureus strain AR_0221	1280						Resistant
1280.16762	Staphylococcus aureus strain AR_0218	1280						Susceptible
1280.16763	Staphylococcus aureus strain 0943-1505-2016	1280	Resistant					Resistant
1280.16768	Staphylococcus aureus strain AR_475	1280						Susceptible
1280.16771	Staphylococcus aureus strain YK046	1280	Susceptible					Susceptible
1280.16772	Staphylococcus aureus strain YI040	1280	Resistant					Resistant
1280.16773	Staphylococcus aureus strain YH030	1280	Resistant					Resistant
1280.16774	Staphylococcus aureus strain YH022	1280	Resistant					Resistant
1280.16775	Staphylococcus aureus strain YG029	1280	Resistant					Resistant
1280.16776	Staphylococcus aureus strain YF037	1280	Resistant					Resistant
1280.16805	Staphylococcus aureus strain YF012	1280	Resistant					Resistant
1280.16836	Staphylococcus aureus strain AL008	1280	Susceptible					Susceptible
